,miRNA,ceRNA,species,database,type
2793121,hsa-miR-382-5p,GSK3A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793133,hsa-miR-382-5p,GTPBP10,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793174,hsa-miR-382-5p,HELLS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793177,hsa-miR-382-5p,HERPUD1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793179,hsa-miR-382-5p,HEXB,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793212,hsa-miR-382-5p,HNRNPA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793214,hsa-miR-382-5p,HNRNPA3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793217,hsa-miR-382-5p,HNRNPH1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793246,hsa-miR-382-5p,HSDL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793328,hsa-miR-382-5p,INSIG2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793339,hsa-miR-382-5p,IPPK,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793414,hsa-miR-382-5p,KDM5B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793431,hsa-miR-382-5p,KIF1B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793465,hsa-miR-382-5p,KPNB1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793497,hsa-miR-382-5p,KYNU,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793503,hsa-miR-382-5p,LAMTOR3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793669,hsa-miR-382-5p,MAP3K1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793692,hsa-miR-382-5p,MARS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793702,hsa-miR-382-5p,MAX,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793706,hsa-miR-382-5p,MBNL1,Homo sapiens,RNAInter;TargetSCAN_8.0;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793733,hsa-miR-382-5p,MED17,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793749,hsa-miR-382-5p,METTL9,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793783,hsa-miR-382-5p,MLF2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793881,hsa-miR-382-5p,MXRA8,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793899,hsa-miR-382-5p,N4BP2L1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793904,hsa-miR-382-5p,NAA60,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793939,hsa-miR-382-5p,NCKAP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2793986,hsa-miR-382-5p,NGDN,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794288,hsa-miR-382-5p,ORMDL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794315,hsa-miR-382-5p,PAFAH1B2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794328,hsa-miR-382-5p,PAPOLA,Homo sapiens,miRDB_6.0;TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794363,hsa-miR-382-5p,PDE4D,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794371,hsa-miR-382-5p,PDIA6,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794395,hsa-miR-382-5p,PHF1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794401,hsa-miR-382-5p,PHF20L1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794467,hsa-miR-382-5p,PLEKHH1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794486,hsa-miR-382-5p,PNISR,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794489,hsa-miR-382-5p,PNO1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794564,hsa-miR-382-5p,PPP6R3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794596,hsa-miR-382-5p,PROSER1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794610,hsa-miR-382-5p,PRRC2A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794631,hsa-miR-382-5p,PSMD6,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794644,hsa-miR-382-5p,PTGFRN,Homo sapiens,TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794707,hsa-miR-382-5p,RABGGTB,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794716,hsa-miR-382-5p,RALY,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794748,hsa-miR-382-5p,RBM25,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794750,hsa-miR-382-5p,RBM3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794751,hsa-miR-382-5p,RBM39,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2794755,hsa-miR-382-5p,RBMS1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794826,hsa-miR-382-5p,RNF19A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794835,hsa-miR-382-5p,RNMT,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794918,hsa-miR-382-5p,RPL18,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794924,hsa-miR-382-5p,RPL4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794928,hsa-miR-382-5p,RPP30,Homo sapiens,TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794932,hsa-miR-382-5p,RPS24,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794961,hsa-miR-382-5p,RUFY2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2794990,hsa-miR-382-5p,SCAMP4,Homo sapiens,NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2795002,hsa-miR-382-5p,SCLT1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795194,hsa-miR-382-5p,SLC5A6,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795222,hsa-miR-382-5p,SMAD5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795223,hsa-miR-382-5p,SMAD7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795343,hsa-miR-382-5p,SRRM2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795363,hsa-miR-382-5p,ST3GAL6,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795366,hsa-miR-382-5p,ST7L,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795378,hsa-miR-382-5p,STAU2,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795389,hsa-miR-382-5p,STMN1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795444,hsa-miR-382-5p,SYVN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795472,hsa-miR-382-5p,TBL1XR1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2795533,hsa-miR-382-5p,TIMM17A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795623,hsa-miR-382-5p,TNFRSF8,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795653,hsa-miR-382-5p,TRAF3IP3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795701,hsa-miR-382-5p,TSGA10,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795719,hsa-miR-382-5p,TTC33,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795746,hsa-miR-382-5p,TXNRD1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795756,hsa-miR-382-5p,UBAP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795767,hsa-miR-382-5p,UBE2H,Homo sapiens,TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795771,hsa-miR-382-5p,UBE2V1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795776,hsa-miR-382-5p,UBQLN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795822,hsa-miR-382-5p,USP9X,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795829,hsa-miR-382-5p,UTY,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795833,hsa-miR-382-5p,VAPA,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795866,hsa-miR-382-5p,VTA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795907,hsa-miR-382-5p,XPO1,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2795926,hsa-miR-382-5p,YLPM1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795931,hsa-miR-382-5p,YTHDC2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795962,hsa-miR-382-5p,ZCCHC2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795963,hsa-miR-382-5p,ZCCHC8,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2795987,hsa-miR-382-5p,ZHX1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2796014,hsa-miR-382-5p,ZNF226,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2796078,hsa-miR-382-5p,ZNF644,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2797508,hsa-miR-383-3p,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2797509,hsa-miR-383-3p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2800923,hsa-miR-383-5p,PICSAR,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2802543,hsa-miR-384,AMN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802578,hsa-miR-384,ASAP2,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802643,hsa-miR-384,C5orf64,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2802786,hsa-miR-384,DARS,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802820,hsa-miR-384,DMXL1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802914,hsa-miR-384,FXR1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802984,hsa-miR-384,HNRNPA3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2802986,hsa-miR-384,HNRNPL,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803021,hsa-miR-384,IRF9,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803073,hsa-miR-384,LEMD3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803151,hsa-miR-384,MED17,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803168,hsa-miR-384,MKLN1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803176,hsa-miR-384,MOB4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803179,hsa-miR-384,MORF4L2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803348,hsa-miR-384,PANK3,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2803415,hsa-miR-384,POGZ,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803453,hsa-miR-384,PSMA4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803498,hsa-miR-384,RBBP5,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803580,hsa-miR-384,RTN4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803691,hsa-miR-384,SRGAP3,Homo sapiens,miRDB_6.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803701,hsa-miR-384,SRSF7,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803703,hsa-miR-384,SRSF9,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803749,hsa-miR-384,TCF12,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803761,hsa-miR-384,TFAM,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803782,hsa-miR-384,TMEM167A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803783,hsa-miR-384,TMEM167B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803819,hsa-miR-384,TRA2B,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803848,hsa-miR-384,TXNIP,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803849,hsa-miR-384,TYW3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803875,hsa-miR-384,VBP1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803963,hsa-miR-384,ZNF718,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2803968,hsa-miR-384,ZNF91,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2811911,hsa-miR-3909,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2814650,hsa-miR-3910,DLEU1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2821270,hsa-miR-3913-5p,C9orf139,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2821833,hsa-miR-3913-5p,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2821834,hsa-miR-3913-5p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2837252,hsa-miR-3921,LINC01556,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2839451,hsa-miR-3922-3p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2848670,hsa-miR-3926,C21orf62-AS1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2849388,hsa-miR-3926,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2861593,hsa-miR-3929,LINC00346,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2861594,hsa-miR-3929,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2868108,hsa-miR-3934-5p,DLEU1,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2868812,hsa-miR-3934-5p,LINC00598,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2889674,hsa-miR-3940-5p,LINC00632,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2894156,hsa-miR-3942-3p,BDNF-AS,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2894342,hsa-miR-3942-3p,LINC01556,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2906378,hsa-miR-3944-5p,C22orf24,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2919784,hsa-miR-3972,C9orf170,Homo sapiens,RNAInter;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2934177,hsa-miR-409-5p,AP2B1,Homo sapiens,TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934210,hsa-miR-409-5p,ARL16,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934283,hsa-miR-409-5p,BNIP2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934436,hsa-miR-409-5p,CHD4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934457,hsa-miR-409-5p,CLTC,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934487,hsa-miR-409-5p,CPSF6,Homo sapiens,miRDB_6.0;TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934780,hsa-miR-409-5p,GAB1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934797,hsa-miR-409-5p,GCNT2,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934860,hsa-miR-409-5p,GSK3B,Homo sapiens,RNAInter;miRWalk;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2934900,hsa-miR-409-5p,HMBS,Homo sapiens,miRDB_6.0;TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2934912,hsa-miR-409-5p,HNRNPH3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935043,hsa-miR-409-5p,LAMB2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935123,hsa-miR-409-5p,LYPLAL1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935154,hsa-miR-409-5p,MATR3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935186,hsa-miR-409-5p,MICU2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935291,hsa-miR-409-5p,NDUFC1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935505,hsa-miR-409-5p,PABPC4,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935567,hsa-miR-409-5p,PGM3,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935659,hsa-miR-409-5p,PROSER1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935669,hsa-miR-409-5p,PSMA1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935858,hsa-miR-409-5p,RPL30,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935866,hsa-miR-409-5p,RPS12,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935919,hsa-miR-409-5p,SEC31A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935924,hsa-miR-409-5p,SEMA4G,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2935961,hsa-miR-409-5p,SIAH1,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936099,hsa-miR-409-5p,STMN1,Homo sapiens,RNAInter;miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936157,hsa-miR-409-5p,TFRC,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936256,hsa-miR-409-5p,TSC22D2,Homo sapiens,TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936296,hsa-miR-409-5p,UBE2T,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936305,hsa-miR-409-5p,UCK2,Homo sapiens,TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936461,hsa-miR-409-5p,ZNF518A,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936481,hsa-miR-409-5p,ZNF644,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936502,hsa-miR-409-5p,ZRANB2,Homo sapiens,miRWalk;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936518,hsa-miR-410-3p,ABHD10,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936672,hsa-miR-410-3p,ANXA1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936693,hsa-miR-410-3p,ARFGEF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936705,hsa-miR-410-3p,ARHGAP5,Homo sapiens,miRDB_6.0;TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936711,hsa-miR-410-3p,ARID2,Homo sapiens,miRDB_6.0;TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936734,hsa-miR-410-3p,ASAP2,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936799,hsa-miR-410-3p,BCLAF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936822,hsa-miR-410-3p,BNIP2,Homo sapiens,TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936875,hsa-miR-410-3p,C1orf109,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936886,hsa-miR-410-3p,C3orf14,Homo sapiens,TargetSCAN_8.0;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936973,hsa-miR-410-3p,CCP110,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2936984,hsa-miR-410-3p,CD55,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2937028,hsa-miR-410-3p,CENPK,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937084,hsa-miR-410-3p,CLK3,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937086,hsa-miR-410-3p,CLTC,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937089,hsa-miR-410-3p,CMSS1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937153,hsa-miR-410-3p,CREBZF,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2937236,hsa-miR-410-3p,DDX3X,Homo sapiens,RNAInter;NPInter_4.0;miRTarBase_9.0,miRNA-mRNA;miRNA-lncRNA
2937291,hsa-miR-410-3p,DMTF1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937304,hsa-miR-410-3p,DNAJC24,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937366,hsa-miR-410-3p,EID1,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937396,hsa-miR-410-3p,EMC2,Homo sapiens,TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937477,hsa-miR-410-3p,FAM174A,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937481,hsa-miR-410-3p,FAM200B,Homo sapiens,miRDB_6.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937513,hsa-miR-410-3p,FBXO11,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937558,hsa-miR-410-3p,FNBP4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937576,hsa-miR-410-3p,FRYL,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937597,hsa-miR-410-3p,GAB1,Homo sapiens,TargetSCAN_8.0;RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937629,hsa-miR-410-3p,GINS4,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
2937708,hsa-miR-410-3p,H2AFZ,Homo sapiens,RNAInter;NPInter_4.0,miRNA-mRNA;miRNA-lncRNA
